row,col
878,6192
878,6193
878,6194
878,6195
878,6196
878,6197
879,6190
879,6191
879,6192
879,6193
879,6194
879,6195
879,6196
879,6197
880,6189
880,6190
880,6191
880,6192
880,6193
880,6194
880,6195
880,6196
880,6197
881,6189
881,6190
881,6191
881,6192
881,6193
881,6194
881,6195
881,6196
881,6197
882,6189
882,6190
882,6191
882,6192
882,6193
882,6194
882,6195
882,6196
883,6190
883,6191
883,6192
883,6193
883,6194
883,6195
883,6196
884,6191
884,6192
884,6193
884,6194
884,6195
884,6196
885,6192
885,6193
885,6194
885,6195
885,6196
885,6197
886,6193
886,6194
886,6195
886,6196
886,6197
887,6194
887,6195
1127,6217
1127,6218
1128,6216
1128,6217
1128,6218
1129,6215
1129,6216
1129,6217
1129,6218
1130,6215
1130,6216
1130,6217
1130,6218
1131,6215
1131,6216
1131,6217
1131,6218
1132,6216
1132,6217
1132,6218
1132,6219
1133,6217
1133,6218
1133,6219
1133,6220
1133,6221
1134,6218
1134,6219
1134,6220
1134,6221
1134,6222
1134,6223
1135,6219
1135,6220
1135,6221
1135,6222
1135,6223
1136,6219
1136,6220
1136,6221
1136,6222
1136,6223
1136,6224
1137,6219
1137,6220
1137,6221
1137,6222
1137,6223
1137,6224
1138,6219
1138,6220
1138,6221
1138,6222
1138,6223
1138,6224
1139,6219
1139,6220
1139,6221
1139,6222
1139,6223
1139,6224
1139,6225
1140,6220
1140,6221
1140,6222
1140,6223
1141,6220
1141,6221
1141,6222
1141,6223
1142,6220
1142,6221
1142,6222
1142,6223
1143,6221
1143,6222
1413,5963
1413,5964
1415,5959
1416,5958
1417,5957
1418,5955
1418,5956
1423,5954
1423,5955
1423,5956
1424,5953
1424,5958
1425,5960
1425,5961
1425,5962
1426,5936
1426,5937
1426,5938
1426,5962
1426,5963
1427,5935
1427,5956
1427,5962
1427,5963
2157,4882
2157,4883
2157,4884
2158,4877
2158,4878
2158,4879
2158,4882
2158,4884
2159,4876
2159,4877
2160,4878
2160,4879
2160,4880
2161,4885
2162,4885
2162,4905
2162,4906
2162,4907
2163,4904
2163,4905
2163,4906
2163,4907
2163,4908
2164,4905
2164,4906
2164,4907
2164,4908
2165,4890
2165,4906
2165,4907
2165,4908
2165,4909
2166,4906
2166,4907
2167,4897
2168,4897
2168,4898
2168,4904
2168,4905
2169,4903
2503,5103
2503,5104
2503,5105
2503,5106
2504,5102
2504,5103
2504,5104
2504,5105
2504,5106
2505,5102
2505,5103
2505,5104
2505,5105
2505,5106
2506,5102
2506,5103
2506,5104
2506,5105
2506,5106
2506,5107
2507,5102
2507,5103
2507,5104
2507,5105
2507,5106
2507,5107
2508,5102
2508,5103
2508,5104
2508,5105
2508,5106
2508,5107
2509,5102
2509,5103
2509,5104
2509,5105
2509,5106
2509,5107
2510,5101
2510,5102
2510,5103
2510,5104
2510,5105
2510,5106
2510,5107
2510,5108
2511,5101
2511,5102
2511,5103
2511,5104
2511,5105
2511,5106
2511,5107
2512,5102
2512,5103
2512,5104
2512,5105
2512,5106
2512,5107
2513,5103
2513,5104
2513,5105
2513,5106
2514,5103
2514,5104
2514,5105
2514,5106
2515,5104
2515,5105
2515,5106
2523,5112
2523,5113
2523,5114
2524,5110
2524,5111
2524,5112
2524,5113
2524,5114
2524,5115
2525,5110
2525,5111
2525,5112
2525,5113
2525,5114
2525,5115
2526,5110
2526,5111
2526,5112
2526,5113
2526,5114
2526,5115
2527,5110
2527,5111
2527,5112
2527,5113
2527,5114
2527,5115
2527,5116
2528,5111
2528,5112
2528,5113
2528,5114
2528,5115
2528,5116
2529,5112
2529,5113
2529,5114
2529,5115
2529,5116
2530,5114
2530,5115
2530,5116
2531,5115
2531,5116
2927,4832
2928,4829
2928,4830
2928,4831
2928,4832
2928,4833
2929,4827
2929,4828
2929,4829
2929,4830
2929,4831
2929,4832
2929,4833
2930,4826
2930,4827
2930,4828
2930,4829
2930,4830
2930,4831
2930,4832
2931,4825
2931,4826
2931,4827
2931,4828
2931,4829
2931,4830
2931,4831
2932,4823
2932,4824
2932,4825
2932,4826
2932,4827
2932,4828
2933,4823
2933,4824
2933,4825
2933,4826
2933,4827
2933,4828
2934,4822
2934,4823
2934,4824
2934,4825
2934,4826
2934,4827
2934,4828
2935,4822
2935,4823
2935,4824
2935,4825
2935,4826
2935,4827
2935,4828
2936,4823
2936,4824
2936,4825
2936,4826
2936,4827
2937,4823
2937,4824
2937,4825
2937,4826
2937,4827
2938,4825
2938,4826
2989,4474
2994,4469
2997,4469
3095,4176
3095,4177
3095,4178
3095,4179
3096,4173
3096,4179
3096,4180
3097,4171
3097,4179
3097,4180
3098,4169
3098,4177
3098,4178
3098,4179
3099,4176
3099,4177
3099,4178
3100,4175
3100,4176
