row,col
128,5771
128,5772
128,5773
128,5774
128,5775
129,5769
129,5770
129,5771
129,5772
129,5773
129,5774
129,5775
129,5776
129,5777
129,5778
130,5769
130,5770
130,5771
130,5772
130,5773
130,5774
130,5775
130,5776
130,5777
130,5778
130,5779
130,5780
131,5769
131,5770
131,5771
131,5772
131,5773
131,5774
131,5775
131,5776
131,5777
131,5778
131,5779
131,5780
131,5781
131,5782
132,5768
132,5769
132,5770
132,5771
132,5772
132,5773
132,5774
132,5775
132,5776
132,5777
132,5778
132,5779
132,5780
132,5781
132,5782
132,5783
133,5768
133,5769
133,5770
133,5771
133,5772
133,5773
133,5774
133,5775
133,5776
133,5777
133,5778
133,5779
133,5780
133,5781
133,5782
133,5783
133,5784
133,5785
133,5806
133,5807
133,5808
133,5809
133,5810
133,5811
133,5812
133,5813
134,5768
134,5769
134,5770
134,5771
134,5772
134,5773
134,5774
134,5775
134,5776
134,5777
134,5778
134,5779
134,5780
134,5781
134,5782
134,5783
134,5784
134,5785
134,5786
134,5787
134,5788
134,5802
134,5803
134,5804
134,5805
134,5806
134,5807
134,5808
134,5809
134,5810
134,5811
134,5812
135,5768
135,5769
135,5770
135,5771
135,5772
135,5773
135,5774
135,5775
135,5776
135,5777
135,5778
135,5779
135,5780
135,5781
135,5782
135,5785
135,5786
135,5787
135,5788
135,5789
135,5790
135,5791
135,5792
135,5800
135,5801
135,5802
135,5803
135,5804
135,5805
135,5806
135,5807
135,5808
135,5809
136,5768
136,5769
136,5770
136,5771
136,5772
136,5773
136,5774
136,5775
136,5776
136,5777
136,5778
136,5786
136,5787
136,5788
136,5789
136,5790
136,5791
136,5792
136,5793
136,5794
136,5795
136,5796
136,5797
136,5798
136,5799
136,5800
136,5801
136,5802
136,5803
136,5804
136,5805
136,5806
137,5767
137,5768
137,5769
137,5770
137,5771
137,5772
137,5773
137,5774
137,5775
137,5776
137,5777
137,5788
137,5789
137,5790
137,5791
137,5792
137,5793
137,5794
137,5795
137,5796
137,5797
137,5798
137,5799
137,5800
137,5801
137,5802
137,5803
137,5804
137,5805
138,5768
138,5769
138,5770
138,5771
138,5772
138,5773
138,5774
138,5775
138,5776
138,5777
138,5789
138,5790
138,5791
138,5792
138,5793
138,5794
138,5795
138,5796
138,5797
138,5798
138,5799
138,5800
139,5770
139,5771
139,5772
139,5773
139,5774
139,5775
139,5776
139,5777
139,5788
139,5789
139,5790
139,5791
139,5792
139,5793
139,5794
139,5795
139,5796
139,5797
139,5798
140,5770
140,5771
140,5772
140,5773
140,5774
140,5775
140,5776
140,5777
140,5782
140,5783
140,5784
140,5785
140,5786
140,5787
140,5788
140,5789
140,5790
140,5791
140,5792
140,5793
140,5794
140,5795
140,5796
140,5797
141,5771
141,5772
141,5773
141,5774
141,5775
141,5776
141,5777
141,5783
141,5784
141,5785
141,5786
141,5787
141,5788
141,5789
141,5790
141,5791
141,5792
141,5793
141,5794
141,5795
142,5772
142,5773
142,5774
142,5775
142,5776
142,5777
142,5784
142,5785
142,5786
142,5787
142,5788
142,5789
142,5790
142,5791
142,5792
142,5793
142,5794
142,5795
143,5772
143,5773
143,5774
143,5775
143,5776
143,5777
143,5784
143,5785
143,5786
143,5787
143,5788
143,5789
143,5790
144,5772
144,5773
144,5774
144,5775
144,5776
144,5784
144,5785
144,5786
144,5787
144,5788
144,5789
145,5772
145,5773
145,5774
145,5775
145,5776
145,5785
145,5786
145,5787
145,5788
145,5865
145,5866
146,5774
146,5775
146,5776
146,5863
146,5864
146,5865
146,5866
147,5862
147,5863
147,5864
147,5865
147,5866
147,5867
148,5862
148,5863
148,5864
148,5865
148,5866
148,5867
148,5868
148,5869
149,5862
149,5863
149,5864
149,5865
149,5866
149,5867
149,5868
149,5869
150,5861
150,5862
150,5863
150,5864
150,5865
150,5866
150,5867
150,5868
151,5785
151,5786
151,5787
151,5788
151,5789
151,5790
151,5861
151,5862
151,5863
151,5864
151,5865
152,5782
152,5783
152,5784
152,5785
152,5786
152,5787
152,5788
152,5789
152,5790
152,5864
153,5782
153,5783
153,5784
153,5785
153,5786
153,5787
153,5788
154,5783
154,5784
154,5785
154,5786
154,5787
154,5788
154,5789
154,5790
155,5783
155,5784
155,5785
155,5787
155,5788
155,5789
155,5790
156,5784
156,5791
156,5792
156,5793
157,5791
157,5792
157,5793
158,5791
158,5792
158,5793
159,5791
159,5792
159,5793
160,5791
160,5792
160,5793
160,5794
160,5795
161,5791
161,5792
161,5793
161,5794
161,5795
162,5792
162,5793
162,5794
162,5795
540,5647
540,5648
541,5645
541,5646
541,5647
541,5648
541,5649
541,5650
542,5645
542,5648
542,5649
542,5650
542,5651
543,5645
543,5649
543,5650
543,5651
543,5652
544,5644
544,5645
544,5646
544,5648
544,5649
544,5650
544,5651
544,5652
545,5645
545,5646
545,5647
545,5648
545,5649
545,5650
545,5651
545,5652
546,5645
546,5646
546,5647
546,5648
546,5649
546,5650
546,5651
546,5652
546,5653
547,5645
547,5646
547,5647
547,5648
547,5649
547,5650
547,5651
547,5652
547,5653
547,5654
548,5646
548,5647
548,5648
548,5649
548,5650
548,5651
548,5652
548,5653
548,5654
548,5655
549,5646
549,5647
549,5648
549,5649
549,5650
549,5651
549,5652
549,5653
549,5654
549,5655
550,5646
550,5647
550,5648
550,5649
550,5650
550,5651
550,5652
550,5653
550,5654
550,5655
551,5646
551,5647
551,5648
551,5649
551,5650
551,5651
551,5652
551,5653
551,5654
552,5647
552,5648
552,5649
552,5650
552,5651
552,5652
552,5653
552,5654
553,5648
553,5649
553,5650
553,5651
553,5652
553,5653
554,5650
554,5651
554,5652
827,5708
827,5709
827,5710
827,5711
827,5712
827,5713
827,5714
828,5707
828,5708
828,5709
828,5710
828,5711
828,5712
828,5713
828,5714
828,5715
829,5707
829,5708
829,5709
829,5710
829,5711
829,5712
829,5713
829,5714
829,5715
830,5707
830,5708
830,5709
830,5710
830,5711
830,5712
830,5713
830,5714
830,5715
830,5716
831,5707
831,5708
831,5709
831,5710
831,5711
831,5712
831,5713
831,5714
831,5715
831,5716
831,5717
832,5708
832,5709
832,5710
832,5711
832,5712
832,5713
832,5714
832,5715
832,5716
832,5717
832,5718
833,5709
833,5710
833,5711
833,5712
833,5713
833,5714
833,5715
833,5716
833,5717
834,5710
834,5711
834,5712
834,5713
834,5714
834,5715
834,5716
834,5717
835,5710
835,5711
835,5712
835,5713
835,5714
835,5715
835,5716
835,5717
835,5718
835,5719
835,5720
836,5710
836,5711
836,5712
836,5713
836,5714
836,5715
836,5716
836,5717
836,5718
836,5719
836,5720
836,5721
837,5711
837,5712
837,5713
837,5714
837,5715
837,5716
837,5717
837,5718
837,5719
837,5720
837,5721
838,5711
838,5712
838,5713
838,5714
838,5715
838,5716
838,5717
838,5718
838,5719
838,5720
838,5721
838,5722
839,5711
839,5712
839,5713
839,5714
839,5715
839,5716
839,5717
839,5718
839,5719
839,5720
839,5721
839,5722
839,5723
840,5711
840,5712
840,5713
840,5714
840,5715
840,5716
840,5717
840,5718
840,5719
840,5720
840,5721
840,5722
840,5723
841,5711
841,5712
841,5713
841,5714
841,5715
841,5716
841,5717
841,5718
841,5719
841,5720
841,5721
841,5722
841,5723
841,5724
842,5711
842,5712
842,5713
842,5714
842,5715
842,5716
842,5717
842,5718
842,5719
842,5720
842,5721
842,5722
842,5723
842,5724
843,5712
843,5713
843,5714
843,5715
843,5716
843,5717
843,5718
843,5719
843,5720
843,5721
843,5722
843,5723
843,5724
844,5716
844,5717
844,5718
844,5719
844,5720
844,5721
844,5722
844,5723
844,5724
845,5716
845,5717
845,5718
845,5719
845,5720
845,5721
845,5722
845,5723
845,5724
845,5725
846,5720
846,5721
846,5722
846,5723
846,5724
846,5727
846,5728
847,5722
847,5723
847,5726
847,5727
847,5728
847,5729
848,5727
848,5728
848,5729
849,5727
849,5728
849,5729
1127,6216
1127,6217
1128,6216
1129,6215
1129,6216
1130,6215
1130,6216
1131,6215
1131,6216
1131,6223
1132,6216
1132,6217
1132,6224
1133,6217
1133,6218
1134,6218
1134,6219
1135,6219
1136,6219
1136,6220
1137,6219
1137,6220
1138,6220
1407,5957
1407,5958
1407,5959
1407,5960
1407,5961
1408,5957
1408,5958
1408,5959
1408,5960
1408,5961
1408,5962
1408,5963
1408,5964
1409,5956
1409,5957
1409,5958
1409,5959
1409,5960
1410,5955
1410,5956
1410,5957
1410,5958
1410,5959
1410,5960
1410,5961
1411,5953
1411,5954
1411,5955
1411,5956
1411,5957
1411,5958
1411,5959
1411,5960
1411,5961
1411,5962
1412,5948
1412,5949
1412,5951
1412,5953
1412,5954
1412,5955
1412,5956
1412,5957
1412,5958
1412,5959
1412,5960
1412,5961
1412,5962
1412,5963
1413,5947
1413,5948
1413,5949
1413,5950
1413,5951
1413,5952
1413,5953
1413,5954
1413,5955
1413,5956
1413,5957
1413,5958
1413,5959
