row,col
130,5768
131,5768
135,5810
135,5811
135,5812
136,5807
136,5808
136,5809
136,5810
136,5811
136,5812
137,5806
137,5807
137,5808
138,5801
138,5802
138,5803
138,5804
138,5805
138,5806
138,5807
138,5876
139,5769
139,5778
139,5799
139,5800
139,5801
139,5802
139,5803
139,5804
139,5805
139,5806
139,5876
139,5877
140,5778
140,5798
140,5801
140,5802
140,5803
140,5804
140,5876
140,5877
141,5778
141,5797
141,5798
141,5876
142,5798
142,5876
143,5778
143,5866
143,5875
143,5876
144,5777
144,5778
144,5875
145,5777
145,5778
145,5873
145,5874
146,5777
146,5873
146,5874
147,5775
147,5776
147,5777
147,5872
147,5873
148,5776
148,5870
148,5871
148,5872
149,5780
149,5781
149,5782
149,5783
149,5784
149,5785
149,5786
149,5787
149,5788
149,5861
149,5870
150,5779
150,5780
150,5781
150,5782
150,5783
150,5784
150,5785
150,5786
150,5787
150,5788
150,5789
150,5869
151,5779
151,5780
151,5781
151,5782
151,5783
151,5784
151,5866
151,5867
152,5778
152,5779
152,5780
152,5781
152,5860
152,5861
152,5862
152,5863
152,5865
152,5866
153,5778
153,5779
153,5780
153,5781
153,5860
153,5861
153,5862
153,5863
154,5778
154,5779
154,5780
154,5781
154,5782
154,5860
154,5861
155,5778
155,5779
155,5780
155,5781
155,5782
155,5786
156,5778
156,5779
156,5780
156,5781
156,5782
156,5783
157,5780
157,5781
157,5782
157,5783
158,5781
158,5782
158,5783
158,5784
159,5782
159,5783
159,5784
160,5783
160,5784
396,5594
397,5595
397,5596
397,5597
398,5596
398,5597
398,5598
398,5599
398,5600
398,5603
399,5597
399,5598
399,5599
399,5600
399,5601
399,5602
399,5603
399,5604
400,5598
400,5599
400,5600
400,5601
400,5602
400,5603
400,5604
401,5600
401,5601
401,5602
401,5603
401,5604
401,5605
402,5602
402,5603
402,5604
402,5605
540,5646
542,5644
542,5646
542,5647
543,5644
543,5646
543,5647
543,5648
544,5647
545,5644
546,5644
548,5645
549,5644
549,5645
550,5644
550,5645
551,5645
551,5655
552,5645
552,5646
553,5646
553,5647
553,5654
554,5647
554,5648
554,5649
555,5650
555,5651
555,5652
556,5651
826,5712
828,5706
828,5716
829,5716
833,5708
834,5709
834,5719
835,5709
837,5710
838,5710
846,5716
846,5717
846,5718
846,5719
847,5717
847,5718
847,5719
847,5720
847,5721
847,5724
847,5725
848,5719
848,5720
848,5721
848,5722
848,5723
848,5724
848,5725
848,5726
849,5722
849,5723
849,5725
849,5726
850,5726
850,5727
850,5728
850,5729
851,5726
851,5727
851,5728
851,5729
852,5725
852,5726
852,5727
852,5728
852,5729
852,5730
853,5725
853,5726
853,5727
853,5728
853,5729
853,5730
854,5725
854,5726
854,5727
854,5728
854,5729
854,5730
854,5731
855,5727
855,5728
855,5729
855,5730
855,5731
856,5729
856,5730
856,5731
856,5732
1129,6220
1129,6221
1130,6218
1130,6219
1130,6220
1130,6221
1130,6222
1131,6219
1131,6220
1131,6221
1131,6222
1132,6215
1132,6220
1132,6221
1133,6216
1134,6217
1134,6224
1135,6218
1135,6222
1135,6223
1135,6224
1136,6223
1136,6224
1136,6225
1137,6222
1137,6223
1137,6224
1137,6225
1138,6219
1138,6221
1138,6222
1138,6223
1138,6224
1138,6225
1138,6226
1139,6220
1139,6221
1139,6222
1139,6224
1412,5952
1418,5965
1419,5962
1419,5963
1419,5964
1419,5965
1419,5966
1419,5967
1419,5968
1420,5961
1420,5962
1420,5963
1420,5973
1421,5961
1421,5962
1421,5973
1658,6038
1658,6039
1658,6040
1659,6037
1659,6038
1659,6039
1659,6040
1659,6041
1660,6037
1660,6038
1660,6039
1660,6040
1660,6041
1660,6042
1661,6037
1661,6038
1661,6039
1661,6040
1661,6041
1661,6042
1661,6043
1662,6037
1662,6038
1662,6039
1662,6040
1662,6041
1662,6042
1662,6043
1662,6044
1663,6038
1663,6039
1663,6040
1663,6041
1663,6042
1663,6043
1663,6044
1664,6038
1664,6039
1664,6040
1664,6041
1664,6042
1664,6043
1665,6038
1665,6039
2071,4914
2071,4915
2071,4916
2071,4917
2071,4918
2072,4914
2072,4915
2072,4916
2072,4917
2072,4918
2072,4919
2073,4914
2073,4915
2073,4916
2073,4917
2073,4918
2073,4919
2073,4920
2073,4921
2074,4915
2074,4916
2074,4917
2074,4918
2074,4919
2074,4920
2074,4921
2075,4916
2075,4917
2075,4918
2075,4919
2075,4920
2075,4921
2076,4917
2076,4918
2076,4919
2076,4920
2076,4921
2077,4918
2077,4919
2077,4920
2077,4921
2078,4918
2078,4919
2078,4920
2079,4918
2079,4919
2079,4920
2080,4919
2080,4920
2081,4920
2154,4891
2155,4889
2155,4890
2155,4891
2155,4892
2156,4889
2156,4890
2156,4891
2156,4892
2156,4893
2156,4894
2156,4895
2156,4896
2156,4897
2156,4898
2156,4899
2156,4900
2157,4650
2157,4651
2157,4652
2157,4889
2157,4890
2157,4891
2157,4892
2157,4893
2157,4894
2157,4895
2157,4896
2157,4897
2157,4898
2157,4899
2157,4900
2157,4901
2158,4650
2158,4651
2158,4652
2158,4653
2158,4889
2158,4890
2158,4891
2158,4892
2158,4893
2158,4894
2158,4895
2158,4896
2158,4897
2158,4898
2158,4899
2158,4900
2158,4901
2158,4902
2159,4649
2159,4650
2159,4651
2159,4652
2159,4653
2159,4654
2159,4889
2159,4890
2159,4891
2159,4892
2159,4893
2159,4894
2159,4895
2159,4896
2159,4897
2159,4898
2159,4899
2159,4900
2159,4901
2159,4902
2159,4903
2159,4904
2160,4649
2160,4650
2160,4651
2160,4652
2160,4653
2160,4654
2160,4889
2160,4890
2160,4891
2160,4892
2160,4893
2160,4894
2160,4895
2160,4896
2160,4897
2160,4898
2160,4899
2160,4900
2160,4901
2160,4902
2160,4903
2160,4904
2160,4905
2160,4906
2161,4649
2161,4650
2161,4651
2161,4652
2161,4653
2161,4654
2161,4655
2161,4888
2161,4889
2161,4890
2161,4891
2161,4892
2161,4893
2161,4894
2161,4895
2161,4898
2161,4899
2161,4900
2161,4901
2161,4902
2161,4903
2161,4904
2161,4905
2161,4906
2161,4907
2161,4908
2161,4909
2162,4643
2162,4644
2162,4648
2162,4649
2162,4650
2162,4651
2162,4652
2162,4653
2162,4654
2162,4655
2162,4709
2162,4710
2162,4711
2162,4888
2162,4889
2162,4890
2162,4891
2162,4892
2162,4893
2162,4894
2162,4902
2162,4903
2162,4904
2162,4905
2162,4906
2162,4907
2162,4908
2162,4909
2163,4642
2163,4643
2163,4644
2163,4645
2163,4646
2163,4647
2163,4648
2163,4649
2163,4650
2163,4651
2163,4652
2163,4653
2163,4654
2163,4655
2163,4708
2163,4709
2163,4710
2163,4711
2163,4712
2163,4888
2163,4889
2163,4890
2163,4891
2163,4892
2163,4893
2163,4894
2163,4902
2163,4903
2163,4904
2163,4905
2163,4906
2163,4907
2163,4908
2163,4909
2164,4641
2164,4642
2164,4643
2164,4644
2164,4645
2164,4646
2164,4647
2164,4648
2164,4649
2164,4650
2164,4651
2164,4652
2164,4653
2164,4654
2164,4655
2164,4709
2164,4710
2164,4711
2164,4712
2164,4713
2164,4714
2164,4887
2164,4888
2164,4889
2164,4890
2164,4891
2164,4892
2164,4893
2164,4902
2164,4903
2164,4904
2164,4905
2164,4906
2164,4907
2164,4908
2164,4909
2164,4910
2165,4641
2165,4642
2165,4643
2165,4644
2165,4645
2165,4646
2165,4647
2165,4648
2165,4649
2165,4650
2165,4651
2165,4652
2165,4653
2165,4654
2165,4709
2165,4710
2165,4711
2165,4712
2165,4713
2165,4714
2165,4887
2165,4888
2165,4889
2165,4890
2165,4891
2165,4892
2165,4893
2165,4902
2165,4903
2165,4904
2165,4905
2165,4906
2165,4907
2165,4908
2165,4909
2165,4910
2166,4644
2166,4645
2166,4646
2166,4647
2166,4648
2166,4649
2166,4650
2166,4651
2166,4652
2166,4653
2166,4709
2166,4710
2166,4711
2166,4712
2166,4713
2166,4714
2166,4888
2166,4889
2166,4890
2166,4891
2166,4892
2166,4893
2166,4894
2166,4902
2166,4903
2166,4904
2166,4905
2166,4909
2166,4910
2167,4647
2167,4648
2167,4649
2167,4650
2167,4651
2167,4652
2167,4709
2167,4710
2167,4711
2167,4712
2167,4713
2167,4714
2167,4715
2167,4895
2167,4896
2167,4897
2167,4902
2167,4903
2167,4904
2167,4905
2168,4648
2168,4649
2168,4710
2168,4711
2168,4712
2168,4713
2168,4714
2168,4715
2168,4896
2168,4897
2168,4898
2168,4899
2168,4902
2168,4903
2168,4904
2169,4712
2169,4713
2169,4714
2169,4898
2169,4899
2169,4900
2169,4901
2169,4902
2170,4898
2170,4899
2170,4900
2170,4901
2170,4902
2171,4899
2171,4900
2171,4901
2192,4525
2193,4524
2193,4525
2193,4526
